p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
Peak-140099-1	3.09219401373681e-14	0.0557999866640624	0.423	0.027	1.03159921369879e-08	Immune	Peak-140099-1
Peak-16934-1	3.1021832397859e-14	0.116004183566731	0.538	0.058	1.03493175935793e-08	Immune	Peak-16934-1
Peak-77104-1	3.31641491625733e-14	0.0853290882976645	0.462	0.036	1.10640244587227e-08	Immune	Peak-77104-1
Peak-78498-1	3.31897912644926e-14	0.138076675816761	0.615	0.081	1.10725790229124e-08	Immune	Peak-78498-1
Peak-68249-1	3.41268343025851e-14	0.0944409653678951	0.538	0.054	1.13851896990226e-08	Immune	Peak-68249-1
Peak-150328-1	3.49397853467731e-14	0.0569045310185493	0.385	0.018	1.16564015486784e-08	Immune	Peak-150328-1
Peak-92392-1	3.60074344575689e-14	0.0999004898067674	0.423	0.027	1.20125842391274e-08	Immune	Peak-92392-1
Peak-102748-1	3.60074344575689e-14	0.0867411603661212	0.423	0.027	1.20125842391274e-08	Immune	Peak-102748-1
Peak-129418-1	3.60074344575689e-14	0.0602194708885634	0.423	0.027	1.20125842391274e-08	Immune	Peak-129418-1
Peak-12536-1	3.69783605866053e-14	0.0846081433017843	0.769	0.121	1.23364987887397e-08	Immune	Peak-12536-1
Peak-123506-1	3.81896420754476e-14	0.0864986250694372	0.462	0.036	1.27405992513584e-08	Immune	Peak-123506-1
Peak-25853-1	3.94562244691079e-14	0.114990720630803	0.769	0.121	1.3163148870037e-08	Immune	Peak-25853-1
Peak-94773-1	3.99168859896884e-14	0.0953089208564765	0.5	0.045	1.33168320025639e-08	Immune	Peak-94773-1
Peak-101858-1	4.19485634740281e-14	0.0906179323894718	0.462	0.036	1.39946280548244e-08	Immune	Peak-101858-1
Peak-152459-1	4.39621529097987e-14	0.0636108046122491	0.462	0.036	1.46663896808496e-08	Immune	Peak-152459-1
Peak-104450-1	4.63693532741942e-14	0.063989507956264	0.423	0.027	1.5469465423217e-08	Immune	Peak-104450-1
Peak-50778-2	4.63693532741942e-14	0.050360688053635	0.423	0.027	1.5469465423217e-08	Immune	Peak-50778-2
Peak-106484-1	4.75948391487059e-14	0.104187563369648	0.5	0.045	1.58783046677564e-08	Immune	Peak-106484-1
Peak-104960-1	4.97308186177018e-14	0.0792879111710751	0.5	0.045	1.6590897322326e-08	Immune	Peak-104960-1
Peak-85180-1	5.19609796576645e-14	0.0780394046433838	0.5	0.045	1.73349102675121e-08	Immune	Peak-85180-1
Peak-109477-1	5.29610492072212e-14	0.0519099054005812	0.346	0.013	1.76685474702179e-08	Immune	Peak-109477-1
Peak-53516-1	5.39505385934429e-14	0.107874709540812	0.538	0.054	1.79986549823129e-08	Immune	Peak-53516-1
Peak-75800-1	6.69297134270569e-14	0.0712444792601352	0.462	0.036	2.23286894152542e-08	Immune	Peak-75800-1
Peak-107263-1	6.75605553934259e-14	0.0720978086848705	0.5	0.045	2.25391471270224e-08	Immune	Peak-107263-1
Peak-66313-1	6.87897511753226e-14	0.137360043335434	0.577	0.072	2.29492240486041e-08	Immune	Peak-66313-1
Peak-171122-1	7.11997853656422e-14	0.0559660819796668	0.346	0.013	2.37532451949734e-08	Immune	Peak-171122-1
Peak-68254-1	7.47897573900359e-14	0.110156203470918	0.615	0.081	2.49509101219194e-08	Immune	Peak-68254-1
Peak-671-23	7.4964637850198e-14	0.17866815556924	0.808	0.188	2.5009252691756e-08	Immune	Peak-671-23
Peak-58213-1	7.70037497918484e-14	0.0940666883577071	0.5	0.045	2.56895289830577e-08	Immune	Peak-58213-1
Peak-42105-1	7.71396809142472e-14	0.135902524753379	0.577	0.072	2.57348775085257e-08	Immune	Peak-42105-1
Peak-164557-1	8.01138744979677e-14	0.0516635131622693	0.346	0.013	2.6727110126765e-08	Immune	Peak-164557-1
Peak-36010-1	8.06409654931516e-14	0.160575419031447	0.654	0.103	2.69029550620323e-08	Immune	Peak-36010-1
Peak-104433-1	8.44242885334956e-14	0.137238585533481	0.615	0.085	2.81651245948136e-08	Immune	Peak-104433-1
Peak-56901-1	8.44253170983187e-14	0.0803941963485141	0.462	0.036	2.81654677384385e-08	Immune	Peak-56901-1
Peak-95051-1	8.47142635903067e-14	0.057779728809225	0.423	0.027	2.82618643334166e-08	Immune	Peak-95051-1
Peak-87621-1	8.49915790481897e-14	0.0843565957625129	0.538	0.054	2.83543806525828e-08	Immune	Peak-87621-1
Peak-31318-2	8.65920580692458e-14	0.11645803406857	0.615	0.081	2.88883228607134e-08	Immune	Peak-31318-2
Peak-74484-1	9.27098220761385e-14	0.13382862530815	0.692	0.112	3.09292945821089e-08	Immune	Peak-74484-1
Peak-22316-1	9.36843562098641e-14	0.270884528530045	0.731	0.157	3.12544128125976e-08	Immune	Peak-22316-1
Peak-30536-1	9.46856008393049e-14	0.139053285110806	0.692	0.108	3.15884420384039e-08	Immune	Peak-30536-1
Peak-160813-1	9.55781676139075e-14	0.0500896691580292	0.346	0.013	3.18862148103461e-08	Immune	Peak-160813-1
Peak-91026-1	9.85280012858589e-14	0.120618529296926	0.577	0.067	3.28703206209805e-08	Immune	Peak-91026-1
Peak-4433-6	1.00532157989568e-13	0.135047019492879	0.615	0.09	3.35389353555317e-08	Immune	Peak-4433-6
Peak-112609-1	1.01357913417721e-13	0.0642011037518001	0.346	0.013	3.38144189269396e-08	Immune	Peak-112609-1
Peak-12114-6	1.0768741488321e-13	0.152258842144158	0.654	0.108	3.59260292288471e-08	Immune	Peak-12114-6
Peak-54038-1	1.08011266866502e-13	0.123648579175496	0.538	0.063	3.60340707844012e-08	Immune	Peak-54038-1
Peak-74633-1	1.11422201533682e-13	0.0595527665859126	0.462	0.036	3.71720063424577e-08	Immune	Peak-74633-1
Peak-89738-1	1.12069038928054e-13	0.0917187493035939	0.5	0.049	3.73878003529439e-08	Immune	Peak-89738-1
Peak-46888-1	1.12830340385641e-13	0.120790116042613	0.577	0.072	3.76417811774152e-08	Immune	Peak-46888-1
Peak-74723-1	1.14178772770289e-13	0.177714903906739	0.654	0.099	3.80916370989871e-08	Immune	Peak-74723-1
Peak-33507-1	1.15674288133297e-13	0.189211960948195	0.654	0.112	3.85905619613017e-08	Immune	Peak-33507-1
Peak-114456-1	1.19071366080278e-13	0.107316350481491	0.462	0.04	3.97238747235058e-08	Immune	Peak-114456-1
Peak-51164-1	1.29576093147459e-13	0.0868703026270203	0.5	0.045	4.32283987392965e-08	Immune	Peak-51164-1
