mdid	size	TF	PPI	GO	KEGG	class	avgCor_Lung.Fibro-0	avgCor_Ovary.Granulosa-R-Al	avgCor_Pancreas.Fibro-PAMR1+SOX6+	avgCor_Small intestine.Fibro-COL14A1	avgCor_Small intestine.Fibro-COL6A5	avgCor_Small intestine.SM-Visceral	avgCor_Small intestine.T	avgCor_Stomach.Fibro-ADAM28	avgCor_Stomach.Fibro-FBLN1	avgCor_Stomach.Fibro-IRF1	avgExpr_Lung.Fibro-0	avgExpr_Ovary.Granulosa-R-Al	avgExpr_Pancreas.Fibro-PAMR1+SOX6+	avgExpr_Small intestine.Fibro-COL14A1	avgExpr_Small intestine.Fibro-COL6A5	avgExpr_Small intestine.SM-Visceral	avgExpr_Small intestine.T	avgExpr_Stomach.Fibro-ADAM28	avgExpr_Stomach.Fibro-FBLN1	avgExpr_Stomach.Fibro-IRF1
MD107	32	FALSE	TRUE	TRUE	TRUE	Development	0.115903635477455	0.0272494070463466	0.0940651109904922	0.0889690031671946	0.0461936106279558	0.270328913187889	0.0405960837288368	0.0375463999505044	0.122689175283483	0.0609112670669985	757.273164205106	136.007569965978	1738.74409792602	3024.90738456129	768.42725303456	896.294896782248	73.1511017327224	723.136962908484	2620.59623092823	602.106253873873
MD37	20	FALSE	FALSE	TRUE	FALSE	Development	0.0956214924873496	0.125657300136197	0.0723798189896323	0.0680796351174397	0.0478476851854872	0.0596363687002137	0.0983065689377652	0.0437781745167026	0.0808605363627857	0.0608570243791346	209.016792618621	279.043093852719	183.049394168422	182.263043840123	185.26064223816	196.69588756459	211.543217494895	171.096091445208	145.240659506427	173.100053552844
MD189	57	TRUE	TRUE	TRUE	TRUE	Development	0.0620265300018034	0.0193373603349353	0.0848527066196817	0.106546407157097	0.0295271369113622	0.107179723653902	0.0320941225346996	0.036350453766344	0.21454943337259	0.0424751150173391	371.388272231207	122.850772715484	1204.80206286697	1735.18112345723	493.39826805108	537.025523290583	39.7266576475908	480.845501168187	1627.17643207944	408.36226064546
MD203	41	TRUE	TRUE	TRUE	TRUE	Development	0.0334837074192903	0.0125735542543912	0.0296182231573746	0.0824134717306555	0.0582740052813189	0.100346727630405	0.0245134828975107	0.062096629791023	0.202446522593084	0.0803133591818145	387.178710209265	68.0369550647892	192.840147993754	213.219117295871	317.54422348451	623.627064123061	25.1196059879521	393.296730152004	268.414713088919	319.685627110351
MD222	25	FALSE	TRUE	TRUE	TRUE	Development	0.0639888974596925	0.037989883356694	0.0377322794382669	0.049685065533278	0.0442679382095516	0.0714626476809942	0.0362575210943226	0.100834428862114	0.0421880193585306	0.146917144655118	562.983018596299	158.910676105437	1998.77405379338	3114.81635351938	909.255803888336	922.885741802746	149.053817242397	982.913107430306	2705.0385992309	793.103090112259
MD173	36	TRUE	TRUE	TRUE	TRUE	Development	0.0551320131040794	0.0188566073364712	0.0614327985828372	0.0627465721841682	0.0686475618057711	0.0511675655588647	0.0284309645550892	0.120803811955219	0.0470540840711934	0.0895640912430928	408.472138642051	109.443810495217	1461.44510200434	2260.36769411631	742.640855738364	749.913684346121	26.3067907385797	614.505736961109	1983.59088438079	488.597340049782
MD206	15	FALSE	FALSE	TRUE	FALSE	Development	0.0515933324863615	0.012193238605448	0.0444042732642507	0.0445350958631688	0.0927970822897345	0.0480053709095343	0.0150548459165344	0.0831676880723945	0.0545824979553252	0.141706525480049	414.007087188692	140.374353763709	353.456068075519	619.61064255524	337.058009889432	436.241628392374	53.2887501710071	323.753493501644	520.208454880721	278.183511256111
MD60	17	TRUE	TRUE	TRUE	TRUE	Development	0.0333063339483869	0.0155193034825471	0.217504100214387	0.0776123516314672	0.0192226817436497	0.034053282978217	0.0278359675814705	0.0225969471598559	0.06786919478795	0.0361431181685189	121.915436313653	47.2806149269317	423.840774693167	276.366373876286	154.028779299205	172.597704198055	8.3566924601765	152.976253309291	445.177224666849	133.511333866834
MD215	14	TRUE	FALSE	TRUE	FALSE	Development	0.0219190193094444	0.00859927482580442	0.0373462122739518	0.0318935446390167	0.116999207089068	0.0233863790869801	0.0164765547201286	0.0886467935432456	0.0254871642660146	0.143002457282458	146.174127406712	35.5970678976121	168.310442156017	75.8017946616105	251.810719565981	90.795899499044	39.1596772195207	229.180896605382	58.9636422224655	184.785061281119
MD80	41	FALSE	TRUE	TRUE	TRUE	Development	0.0614125660414657	0.0219083668120744	0.0217945840738132	0.190589912213275	0.0311557640676596	0.0473932706286933	0.00996174497959284	0.0229949650499642	0.0651069983443519	0.0412321691132528	366.856574666218	108.651495477645	301.731273554255	403.823467648632	308.472643228395	380.463412230483	47.1961584046651	273.088442357327	298.701800446379	238.14949462139
MD95	53	FALSE	TRUE	TRUE	TRUE	Development	0.0472733837244542	0.0125235883288154	0.0242396262738628	0.0340815114192287	0.150759879699836	0.0388844311011016	0.0304051946242294	0.0600265371021944	0.0293149225999379	0.0838426097575237	350.413398659899	58.7159768418516	251.72645278751	390.166395597163	410.596831875712	425.921089824955	16.5427758542753	274.711938564004	357.947002860212	224.854273178266
MD34	32	FALSE	TRUE	TRUE	FALSE	Development	0.215712332993548	0.0169042934060577	0.0451376076243458	0.0241763330858467	0.0200930618471843	0.0440023761707112	0.0272357926424045	0.0219692631312098	0.033735378963424	0.0472392024283825	552.914598598373	53.8258581825116	348.689830050656	333.69291017366	191.085451217295	246.639897507005	37.0128691836041	164.136603102056	332.859945899248	143.88108655335
MD73	24	FALSE	TRUE	TRUE	TRUE	Development	0.0464564016532839	0.0235202845457333	0.170818383235619	0.0358738081395766	0.0526694822080067	0.0403189005260731	0.00480617833905067	0.0282987854832156	0.0217122711809514	0.0436378017710656	396.096521208449	41.8039024717647	497.168175497447	343.184589593209	305.156002134794	241.192218248251	24.8144246161836	199.900767783494	181.585128485724	166.515637167037
MD39	25	TRUE	FALSE	TRUE	TRUE	Development	0.0627493448209517	0.0978652379175679	0.0415972788496278	0.0337144037342067	0.035877945042096	0.0317745966258476	0.0491907982973958	0.0397884658572383	0.032147197638836	0.0405952201971187	200.496140818558	324.697536342636	245.425591629444	212.790664255512	224.274580034414	206.056090760999	291.901179748981	216.133663745842	251.354160874487	226.653909258761
