p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
Peak-193569-1	8.4640181826789e-14	0.0529830272862659	0.391	0.031	2.82371496199624e-08	Erythrocyte-Prol	Peak-193569-1
Peak-945-2	8.66514066347435e-14	0.222162935620062	0.783	0.197	2.89081223730433e-08	Erythrocyte-Prol	Peak-945-2
Peak-32805-3	8.6902984805553e-14	0.18179100793188	0.696	0.129	2.89920523729198e-08	Erythrocyte-Prol	Peak-32805-3
Peak-117423-1	8.69527226256074e-14	0.0935653079890351	0.565	0.077	2.90086456060194e-08	Erythrocyte-Prol	Peak-117423-1
Peak-104435-1	8.89051122770244e-14	0.142201722127123	0.609	0.095	2.96599901271872e-08	Erythrocyte-Prol	Peak-104435-1
Peak-34390-1	9.14784622120948e-14	0.291633079172138	0.913	0.329	3.05184956924258e-08	Erythrocyte-Prol	Peak-34390-1
Peak-37653-2	9.36429923940695e-14	0.320989548678904	0.87	0.243	3.12406132645551e-08	Erythrocyte-Prol	Peak-37653-2
Peak-98243-1	1.01965585026731e-13	0.178054527169798	0.696	0.132	3.40171466831079e-08	Erythrocyte-Prol	Peak-98243-1
Peak-15812-2	1.06421479081197e-13	0.180672373658059	0.783	0.172	3.55036953221945e-08	Erythrocyte-Prol	Peak-15812-2
Peak-75722-1	1.1678927484868e-13	0.194106667288948	0.652	0.117	3.89625371393675e-08	Erythrocyte-Prol	Peak-75722-1
Peak-54981-1	1.17197732029004e-13	0.354921251481008	0.87	0.265	3.90988041731241e-08	Erythrocyte-Prol	Peak-54981-1
Peak-39572-1	1.18400040193524e-13	0.349716731632065	0.87	0.28	3.94999110091222e-08	Erythrocyte-Prol	Peak-39572-1
Peak-61917-3	1.27878564898562e-13	0.168809540561329	0.565	0.083	4.26620795500687e-08	Erythrocyte-Prol	Peak-61917-3
Peak-20849-3	1.3333686564215e-13	0.208706804980907	0.739	0.16	4.44830450943402e-08	Erythrocyte-Prol	Peak-20849-3
Peak-110548-1	1.37088983792821e-13	0.197914773358843	0.696	0.138	4.57348042390583e-08	Erythrocyte-Prol	Peak-110548-1
Peak-153190-1	1.38704111223144e-13	0.138103822541177	0.565	0.08	4.62736333615978e-08	Erythrocyte-Prol	Peak-153190-1
Peak-40961-1	1.39542077296624e-13	0.284959364544401	0.826	0.228	4.65531905752361e-08	Erythrocyte-Prol	Peak-40961-1
Peak-54942-1	1.40160720193706e-13	0.29900777879114	0.826	0.237	4.67595785067032e-08	Erythrocyte-Prol	Peak-54942-1
Peak-55643-1	1.44207617932875e-13	0.198906527348441	0.696	0.132	4.81096802490581e-08	Erythrocyte-Prol	Peak-55643-1
Peak-39783-2	1.49469851857283e-13	0.286758759950533	0.87	0.268	4.98652351575155e-08	Erythrocyte-Prol	Peak-39783-2
Peak-81229-1	1.51233379819849e-13	0.156603631749754	0.652	0.117	5.04535727752191e-08	Erythrocyte-Prol	Peak-81229-1
Peak-40276-1	1.53189422472209e-13	0.0794814577584245	0.478	0.052	5.11061359886434e-08	Erythrocyte-Prol	Peak-40276-1
Peak-18050-4	1.61756164409753e-13	0.263805570234471	0.826	0.237	5.39641210333953e-08	Erythrocyte-Prol	Peak-18050-4
Peak-48973-2	1.6287575830582e-13	0.207544028531766	0.783	0.197	5.43376332314379e-08	Erythrocyte-Prol	Peak-48973-2
Peak-109763-1	1.65543985284444e-13	0.104935230345895	0.478	0.055	5.52277911066845e-08	Erythrocyte-Prol	Peak-109763-1
Peak-124315-1	1.66207899086874e-13	0.120592999125386	0.565	0.083	5.54492820459685e-08	Erythrocyte-Prol	Peak-124315-1
Peak-149127-1	1.69711377068824e-13	0.0719381357365069	0.478	0.052	5.66180913494386e-08	Erythrocyte-Prol	Peak-149127-1
Peak-176427-1	1.76814831854395e-13	0.086270861866148	0.435	0.043	5.8987903314272e-08	Erythrocyte-Prol	Peak-176427-1
Peak-18050-3	1.9075089356736e-13	0.370037251006874	1	0.443	6.36371686065811e-08	Erythrocyte-Prol	Peak-18050-3
Peak-63751-1	2.05585891663278e-13	0.297722743143492	0.739	0.178	6.85863316613527e-08	Erythrocyte-Prol	Peak-63751-1
Peak-54942-2	2.0658320886509e-13	0.106272074010674	0.565	0.077	6.89190506423182e-08	Erythrocyte-Prol	Peak-54942-2
Peak-43976-3	2.12435360994615e-13	0.186507025160239	0.826	0.215	7.08714105228574e-08	Erythrocyte-Prol	Peak-43976-3
Peak-27115-3	2.18795672367622e-13	0.151124162533476	0.696	0.135	7.29932994412517e-08	Erythrocyte-Prol	Peak-27115-3
Peak-122479-1	2.28135931806028e-13	0.132993698698889	0.652	0.117	7.61093407535363e-08	Erythrocyte-Prol	Peak-122479-1
Peak-179166-1	2.46352146320776e-13	0.0732703251188081	0.435	0.04	8.21865249426593e-08	Erythrocyte-Prol	Peak-179166-1
Peak-38466-1	2.48603553172693e-13	0.262328918377536	0.826	0.228	8.29376257881549e-08	Erythrocyte-Prol	Peak-38466-1
Peak-53284-1	2.64766855739944e-13	0.255551712240404	0.826	0.231	8.83299298108257e-08	Erythrocyte-Prol	Peak-53284-1
Peak-2636-1	2.73885846604641e-13	0.345929308695376	0.957	0.378	9.13721528291608e-08	Erythrocyte-Prol	Peak-2636-1
Peak-65993-1	2.8113851401178e-13	0.249488712117019	0.826	0.228	9.37917442135261e-08	Erythrocyte-Prol	Peak-65993-1
Peak-36261-1	2.86939243351741e-13	0.201958921378563	0.783	0.188	9.57269487315479e-08	Erythrocyte-Prol	Peak-36261-1
Peak-10704-2	2.89294125134528e-13	0.268653576900786	0.783	0.191	9.65125702626303e-08	Erythrocyte-Prol	Peak-10704-2
Peak-54261-1	2.95782950050852e-13	0.131881435869075	0.609	0.102	9.86773330982651e-08	Erythrocyte-Prol	Peak-54261-1
Peak-135934-1	3.00747121052749e-13	0.133481884786997	0.522	0.071	1.00333450042892e-07	Erythrocyte-Prol	Peak-135934-1
